rank,symbol,time,setup,score,price,vwap,or_high,or_low,rel_volume,trend_pct,stop_distance,reason
1,BTC-USD,2026-06-02 13:30:00-04:00,SHORT_WATCH,2.1069591467347806,67591.6484375,67676.98166186879,68995.0,68659.5,4.023286181222325,0.00227836586939123,117.425,"near range low below VWAP, strong relative volume"
2,ETH-USD,2026-06-02 13:30:00-04:00,NO_TRADE,1.09149989214125,1924.9200439453125,1924.382250843215,1978.68994140625,1968.800048828125,3.821764712965731,0.0016599956856500064,3.46146240234375,"no clean opening range setup, strong relative volume"
