rank,symbol,time,setup,score,price,vwap,or_high,or_low,rel_volume,trend_pct,stop_distance,reason
1,META,2026-06-02 12:30:00-04:00,ALERT_LONG,2.620931541760612,607.55,603.4431270194497,604.305,596.835,0.9862485997119408,0.0010297812744572976,4.106872980550293,opening range break above VWAP
2,AMZN,2026-06-02 12:30:00-04:00,ALERT_LONG,2.6131597824256136,259.105,257.8600569014569,257.83,254.39,1.0307068575710514,9.649529102984111e-05,1.2449430985431036,opening range break above VWAP
