rank,symbol,label,setup_grade,hotness,confidence,signal_strength,trend_score,breakout_score,chop_ratio,atr,stop_distance,suggested_shares,reason
1,BTC-USD,SHORT,C,0.528907314567459,0.5996016226471567,0.5808691168656516,-0.9733076239392027,-0.5727493643482234,0.39277473487938463,2002.634486607143,3003.951729910714,0,conditions aligned
2,ETH-USD,NO_TRADE,AVOID,0.2726460158112511,0.435591586519448,0.21716671422141579,-0.6135681321015494,0.0031072595000196657,0.5144866519613134,67.90560477120536,101.85840715680804,0,confidence too low
