rank,symbol,time,setup,score,readability,readability_label,price,vwap,or_high,or_low,rel_volume,trend_pct,stop_distance,reason
1,META,2026-06-02 13:45:00-04:00,ALERT_LONG,2.6165986197543107,88.65789793646103,CLEAN,605.95,603.8671979012045,604.305,596.835,0.9045060654648376,0.0020008598736647176,2.6144999999999694,"opening range break above VWAP, market aligned"
2,AMZN,2026-06-02 13:45:00-04:00,ALERT_LONG,2.5892459541707984,99.46243539899568,CLEAN,257.955,257.93606583458603,257.83,254.39,0.966505015173072,3.876795440893588e-05,1.203999999999999,"opening range break above VWAP, market aligned"
